Study_word,test_word,Reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Study_Phase.started,StudyText.started,Studyslider.started,Study_Phase.stopped,Studyslider.response,Studyslider.rt,Test_Phase.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,Test_Phase.stopped,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,TestText.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
mouse,,,,0,0,0,8,,,,,0.03083540010266006,,0.008740799967199564,0.03083540010266006,0.03083540010266006,1.4818929000757635,1.5740740740740742,1.4517330001108348,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
marble,,,,0,1,1,3,,,,,1.4959768999833614,,1.4822275000624359,1.4959768999833614,1.4959768999833614,2.231704199919477,2.6555555555555554,0.7276353999041021,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
Cruise,,,,0,2,2,11,,,,,2.2459221999160945,,2.23189610010013,2.2459221999160945,2.2459221999160945,2.8816684000194073,3.5407407407407407,0.6297241998836398,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
Pastry,,,,0,3,3,9,,,,,2.896334100048989,,2.881840700050816,2.896334100048989,2.896334100048989,3.6643366999924183,4.448148148148148,0.7613969000522047,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
phone,,,,0,4,4,2,,,,,3.678940000012517,,3.6645327999722213,3.678940000012517,3.678940000012517,4.2978459999430925,4.062962962962963,0.6127923000603914,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
Police,,,,0,5,5,12,,,,,4.312149900011718,,4.298099100124091,4.312149900011718,4.312149900011718,4.947501600021496,2.8777777777777778,0.6289049000479281,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
board,,,,0,6,6,4,,,,,4.962094200076535,,4.947676900075749,4.962094200076535,4.962094200076535,5.61417660000734,1.5592592592592593,0.6461489999201149,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
cushion,,,,0,7,7,1,,,,,5.628749300027266,,5.614351500058547,5.628749300027266,5.628749300027266,6.297417199937627,2.4555555555555557,0.6629706998355687,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
Keys,,,,0,8,8,13,,,,,6.311856199987233,,6.29759049997665,6.311856199987233,6.311856199987233,6.897896399954334,3.4703703703703703,0.5791235999204218,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
T-shirt,,,,0,9,9,7,,,,,6.91158049996011,,6.8981051000300795,6.91158049996011,6.91158049996011,7.514121500076726,4.485185185185185,0.5940584000200033,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
Chart,,,,0,10,10,6,,,,,7.528251399984583,,7.5143774000462145,7.528251399984583,7.528251399984583,8.130218700040132,3.7074074074074073,0.5950658000074327,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
Poster,,,,0,11,11,14,,,,,8.144782199990004,,8.130401900038123,8.144782199990004,8.144782199990004,8.813396400073543,2.785185185185185,0.663017800077796,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
Case,,,,0,12,12,10,,,,,8.827092800056562,,8.813580699963495,8.827092800056562,8.827092800056562,9.430567600065842,1.6037037037037036,0.5974866999313235,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
book,,,,0,13,13,0,,,,,9.444632899947464,,9.430900400038809,9.444632899947464,9.444632899947464,10.113090300001204,2.3555555555555556,0.6642275999765843,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
laptop,,,,0,14,14,5,,,,,10.127678400138393,,10.113283599959686,10.127678400138393,10.127678400138393,10.713318400084972,2.992592592592593,0.5795094999484718,,,,,,,,,,,,,,,,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,ta_l_,Table,new,,,,,0,0,0,15,10.72979489993304,,,,,,,,10.719672000035644,10.72979489993304,10.72979489993304,10.72979489993304,0.009205800015479326,13.994403900112957,table,[-0.06851851851851852],[-0.30185185185185187],[1],[0],[0],[3.271344000007957],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,p_nc_l,Pencil,new,,,,,0,1,1,16,14.010271300096065,,,,,,,,13.994950100081041,14.010271300096065,14.010271300096065,14.010271300096065,0.0016365000046789646,18.827032400062308,pencil,[-0.07314814814814814],[-0.29907407407407405],[1],[0],[0],[4.8300979000050575],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,K_y_,Keys,old,,,,,0,2,2,8,18.842453200137243,,,,,,,,18.8274469000753,18.842453200137243,18.842453200137243,18.842453200137243,0.0017468000296503305,22.1928057000041,keys,[-0.09907407407407408],[-0.2962962962962963],[1],[0],[0],[3.363076000008732],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,c_s_,Case,old,,,,,0,3,3,5,22.20834599994123,,,,,,,,22.193182399962097,22.20834599994123,22.20834599994123,22.20834599994123,0.0015773000195622444,25.908860499970615,case,[-0.06851851851851852],[-0.2777777777777778],[1],[0],[0],[3.7135201999917626],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,_o_rd,Board,old,,,,,0,4,4,10,25.9243628999684,,,,,,,,25.909301900072023,25.9243628999684,25.9243628999684,25.9243628999684,0.0018015000969171524,30.38989070011303,board,[-0.06759259259259259],[-0.30185185185185187],[1],[0],[0],[4.478382999775931],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,_ha_t,Chart,old,,,,,0,5,5,1,30.405738099943846,,,,,,,,30.390582700027153,30.405738099943846,30.405738099943846,30.405738099943846,0.0030519000720232725,33.79118759999983,chart,[-0.08333333333333333],[-0.2972222222222222],[1],[0],[0],[3.3968625001143664],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,_oo_,Book,old,,,,,0,6,6,13,33.805961299920455,,,,,,,,33.79187970003113,33.805961299920455,33.805961299920455,33.805961299920455,0.002320999978110194,36.324404899962246,books,[-0.09166666666666666],[-0.3],[1],[0],[0],[2.529550400096923],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,c_s_io_,Cushion,old,,,,,0,7,7,14,36.338790599955246,,,,,,,,36.325211100047454,36.338790599955246,36.338790599955246,36.338790599955246,0.003068799851462245,40.55586780002341,cushion,[-0.09166666666666666],[-0.3],[1],[0],[0],[4.22690389980562],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,_ru_is_,Cruise,old,,,,,0,8,8,6,40.5714020000305,,,,,,,,40.55675210012123,40.5714020000305,40.5714020000305,40.5714020000305,0.0031177999917417765,43.78862900007516,cruise,[-0.11296296296296296],[-0.3111111111111111],[1],[0],[0],[3.22827610000968],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,l_pt_p,Laptop,old,,,,,0,9,9,0,43.8038785001263,,,,,,,,43.7891262001358,43.8038785001263,43.8038785001263,43.8038785001263,0.0022426999639719725,47.537781100021675,laptop,[-0.12222222222222222],[-0.3101851851851852],[1],[0],[0],[3.745667800074443],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,v_s_,Vase,new,,,,,0,10,10,17,47.55311580002308,,,,,,,,47.538577700033784,47.55311580002308,47.55311580002308,47.55311580002308,0.004765999969094992,52.60376220010221,vase,[-0.040740740740740744],[-0.31203703703703706],[1],[0],[0],[5.059792400104925],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,_a_bl_,Marble,old,,,,,0,11,11,11,52.61862080008723,,,,,,,,52.60412480006926,52.61862080008723,52.61862080008723,52.61862080008723,0.0019076000899076462,62.118701400002465,table,[-0.021296296296296296],[-0.30648148148148147],[1],[0],[0],[9.511682900134474],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,P_s_r_,Pastry,old,,,,,0,12,12,4,62.13333810004406,,,,,,,,62.11913030012511,62.13333810004406,62.13333810004406,62.13333810004406,0.0016343998722732067,66.083813900128,pastry,[-0.05740740740740741],[-0.30462962962962964],[1],[0],[0],[3.9622415001504123],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,T_hi_t,Tshirt,old,,,,,0,13,13,2,66.09907849994488,,,,,,,,66.08470829995349,66.09907849994488,66.09907849994488,66.09907849994488,0.003204499837011099,71.0826187999919,tshirt,[-0.07314814814814814],[-0.30462962962962964],[1],[0],[0],[4.99429910001345],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,P_li_e,Police,old,,,,,0,14,14,7,71.09797849995084,,,,,,,,71.08312220009975,71.09797849995084,71.09797849995084,71.09797849995084,0.0020097000524401665,74.38168080011383,police,[-0.05092592592592592],[-0.3037037037037037],[1],[0],[0],[3.296244699973613],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,_ou_se,mouse,old,,,,,0,15,15,3,74.39724550000392,,,,,,,,74.38203079998493,74.39724550000392,74.39724550000392,74.39724550000392,0.0026914000045508146,77.48128499998711,mouse,[-0.05092592592592592],[-0.3037037037037037],[1],[0],[0],[3.0960192000493407],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,P_st_r,Poster,old,,,,,0,16,16,9,77.49682110012509,,,,,,,,77.48213819996454,77.49682110012509,77.49682110012509,77.49682110012509,0.0027024000883102417,81.46424260013737,poster,[-0.05092592592592592],[-0.3037037037037037],[1],[0],[0],[3.978495999937877],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,_ho_e,Phone,old,,,,,0,17,17,12,81.47897389996797,,,,,,,,81.46498550008982,81.47897389996797,81.47897389996797,81.47897389996797,0.002472700085490942,91.52833339991048,whole,[-0.05462962962962963],[-0.3037037037037037],[1],[0],[0],[10.060151600046083],['submit_text'],91.49358780006878,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,bo_t_e,Bottle,new,,,,,0,18,18,18,91.54368970007636,,,,,,,,91.52902700006962,91.54368970007636,91.54368970007636,91.54368970007636,0.00281660002656281,101.75842630001716,bootle,[-0.07407407407407407],[-0.30092592592592593],[1],[0],[0],[10.226132499985397],['submit_text'],101.55842319992371,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
,c_m_ra,Camera,new,,,,,0,19,19,19,101.77475200011395,,,,,,,,101.75877760001458,101.77475200011395,101.77475200011395,101.77475200011395,0.0024451001081615686,106.49241350009106,camera,[-0.09259259259259259],[-0.29907407407407405],[1],[0],[0],[4.730417599901557],['submit_text'],,278607,001,2024-11-07_14h53.59.211,Word Priming,2024.1.5,None,2024-11-07 14h54.04.859929 +0530,
